Region	Source	2MASS/SSTc2d	RA	Dec	EDR3_plx	EDR3_err_plx	EDR3_dist_pc	EDR3_RUWE	EDR3_Dist_PPVII	PM_EDR3_mas	Disk	Disk_Flag	Observatory	Freq_GHz	Wavelength	Beam_arcsec	RMS_mJy/beam	Survey_Ref	Flux_mJy	eFlux_mJy	Flux_mJy_Standardized	Mdust_Mearth_Standardized	Standardized_Mdust_Mearth	Size_as	eSize_as	H20_lR68	H20_R68_arcsec	H20_R68_au_DR3							Notes	Object	dist_xs	SpT_xs	Teff_xs	Av_xs	Lstar_xs	logLacc_xs	Mstar_B15_xs	logMacc_B15_xs	Mstar_S00_xs	logMacc_S00_xs	Notes_xs	ref_xs	Source_check	Teff_HH14	Lstar_xs_DR3	logLacc_xs_DR3	Mstar_B15_xs_DR3	logMacc_B15_xs_DR3	Mstar_S00_xs_DR3	logMacc_S00_xs_DR3	Mstar_Fei_xs_DR3	logMacc_Fei_xs_DR3	Mstar_PPVII	logMacc_PPVII	notes_Macc_PPVII	dist_PPVII
ChamI	J11101141-7635292	J11101141-7635292	11:10:11.417	-76:35:29.288	5.1005	0.0257	196.06	1.161	196.06	[-22.157, -1.434]	II	1	[ALMA, ]	[338, ]	[0.887, ]	[0.7x0.5, ]	[1.0, ]	[Pascucci+2016, ]	[73.82, ]	[1.40, ]	[73.82, ]	[29.40, ]	29.4	[0.19, ]	[, ]	--	0.14	27.4484						II		J11101141-7635292	195.37	K5	4350	4.1	0.91	-2.3	1.02	-9.48	1.08	-9.5	...,LOWACC,	Manara+16,17	J11101141-7635292	4210	0.916	-2.296	0.848	-9.37	0.9399	-9.414	0.78	-9.34	0.78	-9.34	<	196.06
ChamI	J11103801-7732399	J11103801-7732399	11:10:38.018	-77:32:39.905	--	--	--	--	191	[, ]	II	1	[ALMA, ]	[338, ]	[0.887, ]	[0.7x0.5, ]	[1.0, ]	[Pascucci+2016, ]	[5.37, ]	[0.78, ]	[5.37, ]	[2.03, ]	2.01	[, ]	[, ]	--	--	#VALUE!						II		J11103801-7732399	190	K4	4590	3.9	2.679	-0.79	1.3	-7.89	1.52	-7.96	...,	Manara+16,17	J11103801-7732399	4375	2.678	-0.79	0.991	-7.731	1.18	-7.807	0.82	-7.65	0.82	-7.65	--	190
ChamI	J11104141-7720480	J11104141-7720480	11:10:41.415	-77:20:48.048	5.0050	0.1662	199.80	1.055	199.80	[-22.417, 0.387]	II	1	[ALMA, ]	[338, ]	[0.887, ]	[0.7x0.5, ]	[0.2, ]	[Pascucci+2016, ]	[0.00, ]	[0.16, ]	[<0.48, ]	[<0.20, ]	<0.20	[, ]	[, ]	--	--	#VALUE!						II		J11104141-7720480	204.22	M5.5	3060	3.6	0.024	-2.91	0.12	-9.63	0.1	-9.57	...,MAN,	Manara+16,17	J11104141-7720480	2920	0.022	-2.929	0.071	-9.412	nan	nan	0.09	-9.51	0.071	-9.412	--	199.8
ChamI	J11104959-7717517	J11104959-7717517	11:10:49.596	-77:17:51.745	5.3565	0.0201	186.69	1.280	186.69	[-22.317, 1.296]	II	1	[ALMA, ]	[338, ]	[0.887, ]	[0.7x0.5, ]	[1.0, ]	[Pascucci+2016, ]	[58.37, ]	[1.45, ]	[58.37, ]	[21.07, ]	21.07	[0.34, ]	[, ]	--	0.21	39.2049						II		J11104959-7717517	185.16	M2	3560	2.7	0.201	-0.68	0.38	-7.6	0.38	-7.59	...,	Manara+16,17	J11104959-7717517	3560	0.204	-0.672	0.383	-7.581	0.3799	-7.577	0.41	-7.61	0.383	-7.581	--	186.69
ChamI	J11105333-7634319	J11105333-7634319	11:10:53.336	-76:34:31.994	5.1753	0.0165	193.23	1.294	193.23	[-21.720, -0.833]	II	1	[ALMA, ]	[338, ]	[0.887, ]	[0.7x0.5, ]	[1.0, ]	[Pascucci+2016, ]	[31.02, ]	[1.29, ]	[31.02, ]	[12.00, ]	12	[0.22, ]	[, ]	--	0.16	30.9168						II		J11105333-7634319	194.69	M3	3415	1.2	0.237	-0.97	0.29	-7.7	0.31	-7.72	...,	Manara+16,17	J11105333-7634319	3410	0.233	-0.976	0.291	-7.7	0.31	-7.726	0.3	-7.72	0.291	-7.7	--	193.23
ChamI	J11105359-7725004	J11105359-7725004	11:10:53.591	-77:25:00.484	5.1568	0.2094	193.92	1.026	193.92	[-22.763, 0.205]	II	1	[ALMA, ]	[338, ]	[0.887, ]	[0.7x0.5, ]	[0.2, ]	[Pascucci+2016, ]	[7.88, ]	[0.34, ]	[7.88, ]	[3.07, ]	3.07	[0.18, ]	[, ]	--	0.12	23.2704						II		J11105359-7725004	195.78	M5	3125	5.5	0.052	-3.37	0.16	-10.09	0.15	-10.05	...,MAN,	Manara+16,17	J11105359-7725004	2980	0.051	-3.378	0.103	-9.865	0.1	-9.85	0.09	-9.8	0.103	-9.865	--	193.92
ChamI	J11105597-7645325	J11105597-7645325	11:10:55.974	-76:45:32.573	6.4247	0.6263	155.65	14.313	191	[-23.748, 0.142]	II	1	[ALMA, ]	[338, ]	[0.887, ]	[0.7x0.5, ]	[0.2, ]	[Pascucci+2016, ]	[2.23, ]	[0.22, ]	[2.23, ]	[0.84, ]	0.83	[, ]	[, ]	--	--	#VALUE!						II		J11105597-7645325	190	M6.5	2935	1.3	0.183	-3.09	nan	nan	0.14	-9.4	...,	Manara+16,17	J11105597-7645325	2815	0.182	-3.089	nan	nan	0.1024	-9.245	nan	nan	0.1024	-9.245	--	190
ChamI	J11111083-7641574	J11111083-7641574	11:11:10.833	-76:41:57.433	--	--	--	--	191	[, ]	II	1	[ALMA, ]	[338, ]	[0.887, ]	[0.7x0.5, ]	[1.0, ]	[Pascucci+2016, ]	[54.27, ]	[1.75, ]	[54.27, ]	[20.51, ]	20.3	[0.74, ]	[, ]	--	0.5	95.5						II		J11111083-7641574	190	M1	3705	2.2	0.004	-2.75	nan	nan	nan	nan	...,UL,	Manara+16,17	J11111083-7641574	3720	0.004	-2.75	nan	nan	nan	nan	nan	nan	nan	nan	SL	190
ChamI	J11113965-7620152	J11113965-7620152	11:11:39.656	-76:20:15.252	5.2060	0.0216	192.09	1.986	191	[-21.807, -0.250]	II	1	[ALMA, ]	[338, ]	[0.887, ]	[0.7x0.5, ]	[1.0, ]	[Pascucci+2016, ]	[21.48, ]	[0.80, ]	[21.48, ]	[8.12, ]	8.03	[, ]	[, ]	<	0.09	17.19						II		J11113965-7620152	190.51	M3.5	3340	1	0.411	-0.66	0.25	-7.18	0.29	-7.24	...,	Manara+16,17	J11113965-7620152	3300	0.408	-0.662	0.248	-7.166	0.28	-7.218	0.24	-7.15	0.248	-7.166	--	190
ChamI	J11114632-7620092	J11114632-7620092	11:11:46.324	-76:20:09.211	5.2188	0.0103	191.61	0.901	191.61	[-21.891, -0.220]	II	1	[ALMA, ]	[338, ]	[0.887, ]	[0.7x0.5, ]	[1.0, ]	[Pascucci+2016, ]	[35.20, ]	[1.26, ]	[35.20, ]	[13.39, ]	13.39	[0.19, ]	[, ]	--	0.14	26.8254						II		J11114632-7620092	192.52	K2	4900	0.8	1.491	-0.58	1.4	-7.9	1.41	-7.9	...,	Manara+16,17	J11114632-7620092	4710	1.476	-0.584	1.399	-7.868	1.4399	-7.881	1.27	-7.83	1.27	-7.83	--	191.61
ChamI	J11120351-7726009	J11120351-7726009	11:12:03.511	-77:26:00.992	5.3729	0.0722	186.12	1.104	186.12	[-23.393, 0.401]	II	1	[ALMA, ]	[338, ]	[0.887, ]	[0.7x0.5, ]	[0.2, ]	[Pascucci+2016, ]	[2.95, ]	[0.16, ]	[2.95, ]	[1.06, ]	1.06	[, ]	[, ]	<	0.11	20.4732						II		J11120351-7726009	185.49	M5.5	3060	2.8	0.094	-3.19	0.14	-9.71	0.15	-9.72	...,	Manara+16,17	J11120351-7726009	2920	0.094	-3.187	0.121	-9.591	0.1	-9.507	0.1	-9.52	0.121	-9.591	--	186.12
ChamI	J11120984-7634366	J11120984-7634366	11:12:09.849	-76:34:36.610	5.1932	0.0219	192.56	1.247	192.56	[-21.668, -1.122]	II	1	[ALMA, ]	[338, ]	[0.887, ]	[0.7x0.5, ]	[0.2, ]	[Pascucci+2016, ]	[4.44, ]	[0.22, ]	[4.44, ]	[1.71, ]	1.71	[, ]	[, ]	<	0.11	21.1816						II		J11120984-7634366	193.23	M5	3125	0.1	0.204	-2.66	0.18	-9.11	0.2	-9.17	...,	Manara+16,17	J11120984-7634366	2980	0.202	-2.663	nan	nan	0.155	-9.025	nan	nan	0.155	-9.025	--	192.56
ChamI	J11122441-7637064	J11122441-7637064	11:12:24.415	-76:37:06.406	5.2145	0.0108	191.77	0.875	191.77	[-21.840, -0.327]	II	1	[ALMA, ]	[340, ]	[0.882, ]	[1.1x0.7, ]	[0.2, ]	[Long+2018, ]	[1.21, ]	[0.16, ]	[1.21, ]	[0.45, ]	0.45	[, ]	[, ]	--	--	#VALUE!						II		J11122441-7637064	193.81	K2	4900	0.1	0.939	-0.62	1.19	-7.97	1.18	-7.97	...,	Manara+16,17	J11122441-7637064	4710	0.919	-0.629	1.235	-7.962	1.23	-7.96	1.21	-7.96	1.21	-7.96	--	191.77
ChamI	J11122772-7644223	J11122772-7644223	11:12:27.720	-76:44:22.344	5.2148	0.0142	191.76	1.333	191.76	[-21.653, -0.769]	II	1	[ALMA, ]	[338, ]	[0.887, ]	[0.7x0.5, ]	[1.0, ]	[Pascucci+2016, ]	[59.05, ]	[1.29, ]	[59.05, ]	[22.49, ]	22.49	[0.12, ]	[, ]	--	0.12	23.0112						II		J11122772-7644223	193.24	K0	5110	1	3.72	-0.03	nan	nan	1.87	-7.31	...,	Manara+16,17	J11122772-7644223	4870	3.663	-0.036	nan	nan	1.9175	-7.289	1.5	-7.18	1.5	-7.18	--	191.76
ChamI	J11123092-7644241	J11123092-7644241	11:12:30.927	-76:44:24.130	5.1481	0.0199	194.25	1.158	194.25	[-21.980, -0.579]	II	1	[ALMA, ]	[338, ]	[0.887, ]	[0.7x0.5, ]	[1.0, ]	[Pascucci+2016, ]	[12.18, ]	[0.83, ]	[12.18, ]	[4.76, ]	4.76	[, ]	[, ]	<	0.13	25.2525						II		J11123092-7644241	196	M0.5	3780	2.1	0.27	-0.67	0.56	-7.74	0.51	-7.7	...,	Manara+16,17	J11123092-7644241	3810	0.265	-0.677	0.576	-7.766	0.545	-7.741	0.59	-7.78	0.576	-7.766	--	194.25
ChamI	J11124268-7722230	J11124268-7722230	11:12:42.689	-77:22:23.052	5.2302	0.1675	191.20	17.609	191	[-23.792, 0.700]	II/T	1	[ALMA, ]	[340, ]	[0.882, ]	[1.1x0.7, ]	[0.2, ]	[Long+2018, ]	[-0.00, ]	[0.16, ]	[<0.48, ]	[<0.18, ]	<0.18	[, ]	[, ]	<	0.18	34.38						II/T		J11124268-7722230	201.58	K0	5110	1.2	3.984	-2.09	nan	nan	1.92	-9.37	...,LOWACC,TD,	Manara+16,17	J11124268-7722230	4870	3.539	-2.141	nan	nan	1.9025	-9.398	1.5	-9.3	1.5	-9.3	<	190
ChamI	J11124861-7647066	J11124861-7647066	11:12:48.611	-76:47:06.673	5.2869	0.0238	189.15	1.035	189.15	[-22.314, -0.139]	II	1	[ALMA, ]	[338, ]	[0.887, ]	[0.7x0.5, ]	[0.2, ]	[Pascucci+2016, ]	[-0.10, ]	[0.16, ]	[<0.48, ]	[<0.18, ]	<0.18	[, ]	[, ]	--	--	#VALUE!						II		J11124861-7647066	191.24	M4.5	3200	0.4	0.157	-2.9	0.19	-9.47	0.22	-9.52	...,	Manara+16,17	J11124861-7647066	3085	0.153	-2.909	0.156	-9.365	0.175	-9.415	0.14	-9.32	0.156	-9.365	--	189.15
ChamI	J11132446-7629227	J11132446-7629227	11:13:24.461	-76:29:22.729	5.2476	0.0233	190.56	1.227	190.56	[-22.120, -0.415]	II	1	[ALMA, ]	[338, ]	[0.887, ]	[0.7x0.5, ]	[1.0, ]	[Pascucci+2016, ]	[8.07, ]	[0.79, ]	[8.07, ]	[3.04, ]	3.04	[, ]	[, ]	--	0.17	32.3952						II		J11132446-7629227	189.52	M4	3270	0.8	0.154	-2.9	0.23	-9.58	0.24	-9.6	...,	Manara+16,17	J11132446-7629227	3190	0.155	-2.895	0.188	-9.46	0.2125	-9.511	0.18	-9.45	0.188	-9.46	--	190.56
ChamI	J11142454-7733062	J11142454-7733062	11:14:24.544	-77:33:06.217	5.3057	0.0429	188.48	1.114	188.48	[-22.749, 0.481]	II	1	[ALMA, ]	[338, ]	[0.887, ]	[0.7x0.5, ]	[0.2, ]	[Pascucci+2016, ]	[7.43, ]	[0.34, ]	[7.43, ]	[2.73, ]	2.73	[0.18, ]	[, ]	--	0.12	22.6176						II		J11142454-7733062	188.95	M4.5	3200	2.2	0.167	-2.26	0.19	-8.82	0.23	-8.88	...,	Manara+16,17	J11142454-7733062	3085	0.166	-2.262	0.161	-8.715	0.18	-8.763	0.14	-8.67	0.161	-8.715	--	188.48
ChamI	J11160287-7624533	J11160287-7624533	11:16:02.879	-76:24:53.316	6.9172	1.0518	144.57	3.428	191	[-23.103, -2.944]	II	1	[ALMA, ]	[338, ]	[0.887, ]	[0.7x0.5, ]	[1.0, ]	[Pascucci+2016, ]	[12.83, ]	[1.68, ]	[12.83, ]	[4.85, ]	4.8	[0.43, ]	[, ]	--	0.29	55.39						II		J11160287-7624533	--	--	--	--	--	--	--	--	--	--		--	J11160287-7624533	-99	-99	-99	-99	--	-99	--	-99	-99	-99	-99	--	-99
ChamI	J11173700-7704381	J11173700-7704381	11:17:37.005	-77:04:38.118	5.2945	0.0148	188.88	1.618	188.88	[-22.010, -1.282]	II/T	1	[ALMA, ]	[338, ]	[0.887, ]	[0.7x0.5, ]	[1.0, ]	[Pascucci+2016, ]	[28.26, ]	[1.29, ]	[28.26, ]	[10.44, ]	10.44	[0.20, ]	[, ]	--	0.16	30.2208						II/T		J11173700-7704381	188.38	M0.5	3780	0.7	0.582	-1.02	0.49	-7.85	0.51	-7.88	...,TD,	Manara+16,17	J11173700-7704381	3810	0.585	-1.017	0.52	-7.889	0.54	-7.905	0.49	-7.87	0.52	-7.889	--	188.88
ChamI	J11175211-7629392	J11175211-7629392	11:17:52.117	-76:29:39.264	5.1662	0.0290	193.57	1.292	193.57	[-21.303, -0.635]	II	1	[ALMA, ]	[338, ]	[0.887, ]	[0.7x0.5, ]	[0.2, ]	[Pascucci+2016, ]	[-0.31, ]	[0.16, ]	[<0.48, ]	[<0.19, ]	<0.19	[, ]	[, ]	--	--	#VALUE!						II		J11175211-7629392	160	M4.5	3200	0.8	0.07	-4.39	0.2	-11.16	0.18	-11.12	...,LOWACC,	Manara+16,17	J11175211-7629392	3085	0.102	-4.224	0.15	-10.75	0.165	-10.79	0.13	-10.7	0.15	-10.75	<	193.57
ChamI	J11183572-7935548	J11183572-7935548	11:18:35.727	-79:35:54.884	10.2502	0.0751	97.56	6.820	191	[-41.965, 2.646]	II/T	1	[ALMA, ]	[338, ]	[0.887, ]	[0.7x0.5, ]	[0.2, ]	[Pascucci+2016, ]	[14.52, ]	[0.35, ]	[14.52, ]	[5.49, ]	5.43	[0.22, ]	[, ]	--	0.17	32.47						II/T		J11183572-7935548	94.62	M5	3125	0	0.091	-2.96	0.17	-9.57  0.17	0.17	-9.57	...,TD,	Manara+16,17	J11183572-7935548	2980	0.366	-2.354	nan	nan	0.175	-8.641	nan	nan	0.175	-8.641	--	190
ChamI	J11241186-7630425	J11241186-7630425	11:24:11.866	-76:30:42.599	5.3966	0.0453	185.30	1.118	185.30	[-22.692, -0.248]	II/T	1	[ALMA, ]	[338, ]	[0.887, ]	[0.7x0.5, ]	[0.2, ]	[Pascucci+2016, ]	[1.47, ]	[0.16, ]	[1.47, ]	[0.52, ]	0.52	[, ]	[, ]	<	0.12	22.236						II/T		J11241186-7630425	184.75	M5.5	3060	1	0.04	-3.78	0.13	-10.43	0.12	-10.39	...,TD,	Manara+16,17	J11241186-7630425	2920	0.04	-3.777	0.077	-10.17	0.1	-10.28	0.09	-10.24	0.077	-10.17	--	185.3
ChamI	J11432669-7804454	J11432669-7804454	11:43:26.698	-78:04:45.451	6.5174	0.4108	153.44	20.491	191	[-44.597, -5.045]	II	1	[ALMA, ]	[338, ]	[0.887, ]	[0.7x0.5, ]	[0.2, ]	[Pascucci+2016, ]	[1.36, ]	[0.50, ]	[<1.50, ]	[<0.57, ]	<0.56	[0.53, ]	[, ]	--	--	#VALUE!						II		J11432669-7804454	190	M5.5	3060	0.4	0.127	-2.04	0.15	-8.5	0.16	-8.54	...,	Manara+16,17	J11432669-7804454	2920	0.127	-2.039	nan	nan	0.115	-8.356	nan	nan	0.115	-8.356	--	190
rOph	J162034.2-242613	J16203419-2426134	16:20:34.200	-24:26:13.000	--	--	--	--	139	--	II	1	[, ALMA]	[, 225.4]	[, 1.33]	[, 0.98x0.74]	[, ??]	[, C-W+2019]	[, 0.22]	[, 0.11]	[, <0.33]	[, <0.19]	<0.19	[, ]	[, ]	--	--	#VALUE!						II		J162034.2-242613	--	--	--		--	--	--	--	--	--			J162034.2-242613	-99	-99	-99	-99	--	-99	--	-99	-99	-99	-99	--	-99
rOph	J162118.5-225458	J16211848-2254578	16:21:18.500	-22:54:58.000	7.1463	0.0394	139.93	0.991	139.93	[-8.584, -24.360]	II	1	[, ALMA]	[, 225.4]	[, 1.33]	[, 0.98x0.74]	[, ??]	[, C-W+2019]	[, 3.26]	[, 0.13]	[, 3.26]	[, 1.92]	1.92	[, ]	[, ]	--	--	#VALUE!						II		J162118.5-225458	--	--	--		--	--	--	--	--	--			J162118.5-225458	-99	-99	-99	-99	--	-99	--	-99	-99	-99	-99	--	-99
rOph	J162131.9-230140	J16213192-2301403	16:21:31.900	-23:01:40.000	7.3550	0.0827	135.96	1.292	135.96	[-8.269, -25.186]	II	1	[, ALMA]	[, 225.4]	[, 1.33]	[, 0.28x0.19]	[, 0.15]	[, C-W+2019]	[, 4.60]	[, 0.16]	[, 4.60]	[, 2.56]	2.56	[, ]	[, ]	--	--	#VALUE!						II		J162131.9-230140	--	--	--		--	--	--	--	--	--			J162131.9-230140	-99	-99	-99	-99	--	-99	--	-99	-99	-99	-99	--	-99
rOph	J162138.7-225328	J16213872-2253285	16:21:38.700	-22:53:28.000	--	--	--	--	139	--	I	0	[, ALMA]	[, 225.4]	[, 1.33]	[, 0.28x0.19]	[, 0.15]	[, C-W+2019]	[, 0.17]	[, 0.20]	[, <0.60]	[, <0.35]	<0.35	[, ]	[, ]	--	--	#VALUE!						I		J162138.7-225328	--	--	--		--	--	--	--	--	--			J162138.7-225328	-99	-99	-99	-99	--	-99	--	-99	-99	-99	-99	--	-99
rOph	J162142.0-231343	J16214199-2313432	16:21:42.000	-23:13:43.000	7.3524	0.0580	136.01	1.011	136.01	[-11.134, -25.336]	II	1	[, ALMA]	[, 225.4]	[, 1.33]	[, 0.98x0.74]	[, ??]	[, C-W+2019]	[, 1.75]	[, 0.11]	[, 1.75]	[, 0.97]	0.97	[, ]	[, ]	--	--	#VALUE!						II		J162142.0-231343	--	--	--		--	--	--	--	--	--			J162142.0-231343	-99	-99	-99	-99	--	-99	--	-99	-99	-99	-99	--	-99
rOph	J162145.1-234232	J16214513-2342316	16:21:45.100	-23:42:32.000	--	--	--	--	139	--	I	0	[, ALMA]	[, 225.4]	[, 1.33]	[, 0.28x0.19]	[, 0.15]	[, C-W+2019]	[, 40.09]	[, 0.23]	[, 40.09]	[, 23.28]	23.28	[, ]	[, ]	--	--	#VALUE!						I		J162145.1-234232	--	--	--		--	--	--	--	--	--			J162145.1-234232	-99	-99	-99	-99	--	-99	--	-99	-99	-99	-99	--	-99
rOph	J162148.5-234027	J16214848-2340273	16:21:48.500	-23:40:27.000	6.8889	0.2105	145.16	0.941	145.16	[-5.680, -27.279]	F	1	[, ALMA]	[, 225.4]	[, 1.33]	[, 0.28x0.19]	[, 0.15]	[, C-W+2019]	[, 3.25]	[, 0.31]	[, 3.25]	[, 2.06]	2.06	[, ]	[, ]	--	--	#VALUE!						F		J162148.5-234027	--	--	--		--	--	--	--	--	--			J162148.5-234027	-99	-99	-99	-99	--	-99	--	-99	-99	-99	-99	--	-99
rOph	J162157.7-242943	J16215769-2429433	16:21:57.700	-24:29:43.000	7.2372	0.0170	138.17	1.005	138.17	[-14.081, -25.112]	III	0	[, ALMA]	[, 225.4]	[, 1.33]	[, 0.98x0.74]	[, ??]	[, C-W+2019]	[, -0.17]	[, 0.13]	[, <0.39]	[, <0.22]	<0.22	[, ]	[, ]	--	--	#VALUE!						III		J162157.7-242943	--	--	--		--	--	--	--	--	--			J162157.7-242943	-99	-99	-99	-99	--	-99	--	-99	-99	-99	-99	--	-99
rOph	J162218.5-232148	J16221852-2321480	16:22:18.500	-23:21:48.000	7.3072	0.0415	136.85	2.653	139	[-7.597, -26.005]	II	1	[, ALMA]	[, 225.4]	[, 1.33]	[, 0.28x0.19]	[, 0.15]	[, C-W+2019]	[, 29.84]	[, 0.24]	[, 29.84]	[, 17.33]	17.33	[, ]	[, ]	--	--	#VALUE!						II		J162218.5-232148	--	--	--		--	--	--	--	--	--			J162218.5-232148	-99	-99	-99	-99	--	-99	--	-99	-99	-99	-99	--	-99
rOph	J162221.0-230402	J16222099-2304025	16:22:21.000	-23:04:02.000	6.2625	0.2956	159.68	2.033	139	[-12.041, -25.478]	I	0	[, ALMA]	[, 225.4]	[, 1.33]	[, 0.28x0.19]	[, 0.15]	[, C-W+2019]	[, -0.19]	[, 0.13]	[, <0.39]	[, <0.23]	<0.23	[, ]	[, ]	--	--	#VALUE!						I		J162221.0-230402	--	--	--		--	--	--	--	--	--			J162221.0-230402	-99	-99	-99	-99	--	-99	--	-99	-99	-99	-99	--	-99
rOph	J162225.0-232955	J16222497-2329553	16:22:25.000	-23:29:55.000	7.2712	0.0350	137.53	1.018	137.53	[-7.717, -26.272]	II	1	[, ALMA]	[, 225.4]	[, 1.33]	[, 0.28x0.19]	[, 0.15]	[, C-W+2019]	[, 13.57]	[, 0.18]	[, 13.57]	[, 7.71]	7.71	[, ]	[, ]	--	--	#VALUE!						II		J162225.0-232955	--	--	--		--	--	--	--	--	--			J162225.0-232955	-99	-99	-99	-99	--	-99	--	-99	-99	-99	-99	--	-99
rOph	J162225.2-240514	J16222521-2405139	16:22:25.200	-24:05:14.000	7.5963	0.2891	131.64	1.075	131.64	[-15.985, -24.607]	II	1	[, ALMA]	[, 225.4]	[, 1.33]	[, 0.98x0.74]	[, ??]	[, C-W+2019]	[, 0.08]	[, 0.13]	[, <0.39]	[, <0.20]	<0.20	[, ]	[, ]	--	--	#VALUE!						II		J162225.2-240514	--	--	--		--	--	--	--	--	--			J162225.2-240514	-99	-99	-99	-99	--	-99	--	-99	-99	-99	-99	--	-99
rOph	J162235.6-233734	J16223564-2337342	16:22:35.600	-23:37:34.000	7.0203	0.0644	142.44	0.957	142.44	[-9.266, -26.548]	II	1	[, ALMA]	[, 225.4]	[, 1.33]	[, 0.98x0.74]	[, ??]	[, C-W+2019]	[, -0.20]	[, 0.13]	[, <0.39]	[, <0.24]	<0.24	[, ]	[, ]	--	--	#VALUE!						II		J162235.6-233734	--	--	--		--	--	--	--	--	--			J162235.6-233734	-99	-99	-99	-99	--	-99	--	-99	-99	-99	-99	--	-99
rOph	J162241.8-242538	J16224176-2425380	16:22:41.800	-24:25:38.000	5.8935	0.1846	169.68	0.985	169.68	[-11.197, -20.954]	II	1	[, ALMA]	[, 225.4]	[, 1.33]	[, 0.98x0.74]	[, ??]	[, C-W+2019]	[, -0.28]	[, 0.12]	[, <0.36]	[, <0.31]	<0.31	[, ]	[, ]	--	--	#VALUE!						II		J162241.8-242538	--	--	--		--	--	--	--	--	--			J162241.8-242538	-99	-99	-99	-99	--	-99	--	-99	-99	-99	-99	--	-99
rOph	J162244.9-231713	J16224494-2317134	16:22:44.900	-23:17:13.000	7.1102	0.1483	140.64	0.971	140.64	[-8.349, -25.253]	II	1	[, ALMA]	[, 225.4]	[, 1.33]	[, 0.98x0.74]	[, ??]	[, C-W+2019]	[, -0.21]	[, 0.12]	[, <0.36]	[, <0.21]	<0.21	[, ]	[, ]	--	--	#VALUE!						II		J162244.9-231713	--	--	--		--	--	--	--	--	--			J162244.9-231713	-99	-99	-99	-99	--	-99	--	-99	-99	-99	-99	--	-99
rOph	J162245.4-243124	J16224539-2431237	16:22:45.400	-24:31:24.000	4.0974	0.4732	244.06	2.227	139	[6.869, -23.734]	II	1	[, ALMA]	[, 225.4]	[, 1.33]	[, 0.28x0.19]	[, 0.15]	[, C-W+2019]	[, -0.03]	[, 0.31]	[, <0.93]	[, <0.54]	<0.54	[, ]	[, ]	--	--	#VALUE!						II		J162245.4-243124	--	--	--		--	--	--	--	--	--			J162245.4-243124	-99	-99	-99	-99	--	-99	--	-99	-99	-99	-99	--	-99
rOph	J162247.2-230013	J16224719-2300134	16:22:47.200	-23:00:13.000	6.9221	0.0917	144.46	0.881	144.46	[-7.817, -25.047]	II	1	[, ALMA]	[, 225.4]	[, 1.33]	[, 0.98x0.74]	[, ??]	[, C-W+2019]	[, 0.17]	[, 0.13]	[, <0.39]	[, <0.24]	<0.24	[, ]	[, ]	--	--	#VALUE!						II		J162247.2-230013	--	--	--		--	--	--	--	--	--			J162247.2-230013	-99	-99	-99	-99	--	-99	--	-99	-99	-99	-99	--	-99
rOph	J162248.6-230218	J16224864-2302179	16:22:48.600	-23:02:18.000	7.3018	0.1388	136.95	1.024	136.95	[-7.525, -27.046]	II	1	[, ALMA]	[, 225.4]	[, 1.33]	[, 0.98x0.74]	[, ??]	[, C-W+2019]	[, 0.24]	[, 0.11]	[, <0.33]	[, <0.19]	<0.19	[, ]	[, ]	--	--	#VALUE!						II		J162248.6-230218	--	--	--		--	--	--	--	--	--			J162248.6-230218	-99	-99	-99	-99	--	-99	--	-99	-99	-99	-99	--	-99
rOph	J162259.8-232635	J16225985-2326348	16:22:59.800	-23:26:35.000	7.1887	0.0203	139.11	0.966	139.11	[-5.461, -25.181]	III	0	[, ALMA]	[, 225.4]	[, 1.33]	[, 0.98x0.74]	[, ??]	[, C-W+2019]	[, -0.08]	[, 0.12]	[, <0.36]	[, <0.21]	<0.21	[, ]	[, ]	--	--	#VALUE!						III		J162259.8-232635	--	--	--		--	--	--	--	--	--			J162259.8-232635	-99	-99	-99	-99	--	-99	--	-99	-99	-99	-99	--	-99
rOph	J162305.4-230257	J16230544-2302566	16:23:05.400	-23:02:57.000	--	--	--	--	139	--	I	0	[, ALMA]	[, 225.4]	[, 1.33]	[, 0.28x0.19]	[, 0.15]	[, C-W+2019]	[, 5.24]	[, 0.19]	[, 5.24]	[, 3.04]	3.04	[, ]	[, ]	--	--	#VALUE!						I		J162305.4-230257	--	--	--		--	--	--	--	--	--			J162305.4-230257	-99	-99	-99	-99	--	-99	--	-99	-99	-99	-99	--	-99
rOph	J162305.9-233818	J16230589-2338176	16:23:05.900	-23:38:18.000	--	--	--	--	139	--	II	1	[, ALMA]	[, 225.4]	[, 1.33]	[, 0.98x0.74]	[, ??]	[, C-W+2019]	[, 0.04]	[, 0.12]	[, <0.36]	[, <0.21]	<0.21	[, ]	[, ]	--	--	#VALUE!						II		J162305.9-233818	--	--	--		--	--	--	--	--	--			J162305.9-233818	-99	-99	-99	-99	--	-99	--	-99	-99	-99	-99	--	-99
